,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
815,gpt-3.5-turbo,King James Bible,458,22,"and over the night, and to divide the light from the darkness: and God saw that it was good.","['and', 'over', 'the', 'night', ',', 'and', 'to', 'divide']","['the', 'light', 'from', 'the', 'darkness', '.']","['the', 'light', 'from', 'the', 'darkness', ':']",0.1666666666666666,457,470
304,gpt-3.5-turbo,English Standard Bible,460,40,"them in the expanse of the heavens to give light on the earth, 
18 to lrule over the day and over the night, and to separate the light from the darkness. And God saw that it","['them', 'in', 'the', 'expanse', 'of', 'the', 'heavens', 'to', 'give', 'light', 'on']","['the', 'earth', '.', '""']","['the', 'earth', ',', '\n']",0.5,459,473
784,gpt-3.5-turbo,Amplified Bible,460,39,"stars) in the expanse of the heavens to separate the day from the night, and let them be useful for signs (tokens) [of God’s provident care], and for marking seasons,","['stars', ')', 'in', 'the', 'expanse', 'of', 'the', 'heavens', 'to']","['""', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', ',', 'and', 'let', 'them', 'be', 'for', 'signs', 'and', 'for', 'seasons', '[', 'of', 'divine', 'appointment', ']', ',', 'and', 'for', 'days', 'and', 'years', ',']","['separate', 'the', 'day', 'from', 'the', 'night', ',', 'and', 'let', 'them', 'be', 'useful', 'for', 'signs', '(', 'tokens', ')', '[', 'of', 'God', '’s', 'provident', 'care', ']', ',', 'and', 'for', 'marking', 'seasons', ',']",0.4333333333333333,459,497
506,gpt-3.5-turbo,New Living Translation Bible,461,26,"day and night, and to separate the light from the darkness. And God saw that it was good.
19 And evening passed","['day', 'and', 'night', ',', 'and', 'to', 'separate', 'the', 'light', 'from', 'the', 'darkness']","['""', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '""']","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n']",0.2,460,481
535,gpt-3.5-turbo,New Living Translation Bible,461,29,"day and night, and to separate the light from the darkness. And God saw that it was good.
19 And evening passed and morning came","['day', 'and', 'night', ',', 'and', 'to', 'separate', 'the']","['light', 'from', 'the', 'darkness', '.']","['light', 'from', 'the', 'darkness', '.']",0.0,460,472
501,gpt-3.5-turbo,New Living Translation Bible,463,33,"night, and to separate the light from the darkness. And God saw that it was good.
19 And evening passed and morning came, marking the fourth day.","['night', ',', 'and', 'to', 'separate', 'the', 'light']","['from', 'the', 'darkness', '.']","['from', 'the', 'darkness', '.']",0.0,462,472
61,gpt-3.5-turbo,Christian Standard Bible ,464,26,"and to separate light from darkness. And God saw that it was good. 
19 Evening came and then morning: the fourth day","['and', 'to', 'separate', 'light', 'from', 'darkness', '.', 'And', 'God', 'saw', 'that', 'it']","['was', 'good', '.']","['was', 'good', '.']",0.0,463,477
879,gpt-3.5-turbo,King James Bible,464,21,"to divide the light from the darkness: and God saw that it was good.
19And the evening and","['to', 'divide', 'the', 'light', 'from', 'the', 'darkness', ':', 'and', 'God']","['saw', 'the', 'light', ',', 'that', 'it', 'was', 'good', '.']","['saw', 'that', 'it', 'was', 'good', '.', '\n', '19And', 'the']",0.6666666666666666,463,481
971,gpt-3.5-turbo,King James Bible,464,40,"to divide the light from the darkness: and God saw that it was good.
19And the evening and the morning were the fourth day.
20And God said, Let the waters bring forth abundantly the","['to', 'divide', 'the', 'light', 'from', 'the', 'darkness', ':', 'and', 'God']","['saw', 'the', 'light', ',', 'that', 'it', 'was', 'good', '.']","['saw', 'that', 'it', 'was', 'good', '.', '\n', '19And', 'the']",0.6666666666666666,463,481
598,gpt-3.5-turbo,Amplified Bible,467,22,"heavens to separate the day from the night, and let them be useful for signs (tokens) [of God","['heavens', 'to', 'separate', 'the', 'day', 'from', 'the']","['night', '.']","['night', ',']",0.5,466,474
401,gpt-3.5-turbo,New Living Translation Bible,468,27,"the light from the darkness. And God saw that it was good.
19 And evening passed and morning came, marking the fourth day","['the', 'light', 'from', 'the', 'darkness', '.', 'And', 'God', 'saw', 'that', 'it', 'was']","['good', '.']","['good', '.']",0.0,467,480
478,gpt-3.5-turbo,New Living Translation Bible,468,34,"the light from the darkness. And God saw that it was good.
19 And evening passed and morning came, marking the fourth day.
20 Then God said,","['the', 'light', 'from', 'the', 'darkness', '.', 'And', 'God']","['saw', 'that', 'it', 'was', 'good', '.']","['saw', 'that', 'it', 'was', 'good', '.']",0.0,467,480
793,gpt-3.5-turbo,Amplified Bible,469,33,"separate the day from the night, and let them be useful for signs (tokens) [of God’s provident care], and for marking seasons, days, and","['separate', 'the', 'day', 'from', 'the', 'night', ',']","['and', 'let', 'them', 'be', 'useful', 'for', 'signs', 'and', 'for', 'marking', 'the', 'seasons', ',', 'days', ',', 'and', 'years', '.']","['and', 'let', 'them', 'be', 'useful', 'for', 'signs', '(', 'tokens', ')', '[', 'of', 'God', '’s', 'provident', 'care', ']', ',']",0.6111111111111112,468,492
382,gpt-3.5-turbo,English Standard Bible,470,30,"on the earth, 
18 to lrule over the day and over the night, and to separate the light from the darkness. And God saw that it","['on', 'the', 'earth', ',', '\n', '18', 'to', 'lrule', 'over', 'the', 'day']","['and', 'the', 'night', ',', 'and', 'to', 'separate', 'light', 'from', 'darkness', '.']","['and', 'over', 'the', 'night', ',', 'and', 'to', 'separate', 'the', 'light', 'from']",0.3636363636363636,469,490
0,gpt-3.5-turbo,Christian Standard Bible ,470,33,". And God saw that it was good. 
19 Evening came and then morning: the fourth day.
20 Then God said, “Let the water swarm with","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n']","['""', 'God', 'is', 'our', 'refuge', 'and', 'strength', ',', 'a', 'very', 'present', 'help', 'in', 'trouble', '.', '""', '-', 'Psalm', '46:1']","['19', 'Evening', 'came', 'and', 'then', 'morning', ':', 'the', 'fourth', 'day', '.', '\n', '20', 'Then', 'God', 'said', ',', '“', 'Let']",1.0,469,497
683,gpt-3.5-turbo,Amplified Bible,471,38,"day from the night, and let them be useful for signs (tokens) [of God’s provident care], and for marking seasons, days, and years; 
15and let them be","['day', 'from', 'the', 'night', ',', 'and', 'let', 'them', 'be', 'useful', 'for', 'signs', '(', 'tokens', ')', '[', 'of', 'God']","[""'s"", 'provident', 'care', ']', ',', 'and', 'for', 'marking', 'seasons', ',', 'days', ',', 'and', 'years', '.']","['’s', 'provident', 'care', ']', ',', 'and', 'for', 'marking', 'seasons', ',', 'days', ',', 'and', 'years', ';']",0.1333333333333333,470,502
409,gpt-3.5-turbo,New Living Translation Bible,471,23,"the darkness. And God saw that it was good.
19 And evening passed and morning came, marking the fourth","['the', 'darkness', '.', 'And', 'God', 'saw', 'that', 'it', 'was']","['good', '.']","['good', '.']",0.0,470,480
460,gpt-3.5-turbo,New Living Translation Bible,474,30,"And God saw that it was good.
19 And evening passed and morning came, marking the fourth day.
20 Then God said, “Let","['And', 'God', 'saw', 'that', 'it']","['was', 'good', '.']","['was', 'good', '.']",0.0,473,480
319,gpt-3.5-turbo,English Standard Bible,475,29,"18 to lrule over the day and over the night, and to separate the light from the darkness. And God saw that it was good. 
","['18', 'to', 'lrule', 'over', 'the', 'day', 'and', 'over', 'the', 'night']","['""', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '""']","[',', 'and', 'to', 'separate', 'the', 'light', 'from', 'the', 'darkness', '.']",1.0,474,493
540,gpt-3.5-turbo,New Living Translation Bible,477,35,"that it was good.
19 And evening passed and morning came, marking the fourth day.
20 Then God said, “Let the waters swarm with fish and other life","['that', 'it', 'was', 'good', '.', '\n', '19', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',', 'marking', 'the']","['completion', 'of', 'the', 'sixth', 'day', '.']","['fourth', 'day', '.', '\n', '20', 'Then']",1.0,476,497
890,gpt-3.5-turbo,King James Bible,478,29,"good.
19And the evening and the morning were the fourth day.
20And God said, Let the waters bring forth abundantly the moving creature that","['good', '.', '\n', '19And', 'the', 'evening', 'and', 'the', 'morning', 'were', 'the']","['first', 'day', '.']","['fourth', 'day', '.']",0.3333333333333333,477,490
114,gpt-3.5-turbo,Christian Standard Bible ,478,26,". 
19 Evening came and then morning: the fourth day.
20 Then God said, “Let the water swarm with living","['.', '\n', '19', 'Evening', 'came']","['and', 'then', 'morning', 'followed', '—', 'the', 'fourth', 'day', '.']","['and', 'then', 'morning', ':', 'the', 'fourth', 'day', '.', '\n']",0.3333333333333333,477,490
489,gpt-3.5-turbo,New Living Translation Bible,481,25,".
19 And evening passed and morning came, marking the fourth day.
20 Then God said, “Let the waters","['.', '\n', '19', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',']","['the', 'fourth', 'day', '.']","['marking', 'the', 'fourth', 'day']",0.5,480,493
601,gpt-3.5-turbo,Amplified Bible,483,31,"(tokens) [of God’s provident care], and for marking seasons, days, and years; 
15and let them be useful as lights in the","['(', 'tokens', ')', '[', 'of', 'God']","[']', ':', '""', 'For', 'I', 'know', 'the', 'plans', 'I', 'have', 'for', 'you', ',', '""', 'declares', 'the', 'Lord', ',', '""', 'plans', 'to', 'prosper', 'you', 'and', 'not']","['’s', 'provident', 'care', ']', ',', 'and', 'for', 'marking', 'seasons', ',', 'days', ',', 'and', 'years', ';', '\n', '15and', 'let', 'them', 'be', 'useful', 'as', 'lights', 'in', 'the']",1.0,482,512
24,gpt-3.5-turbo,Christian Standard Bible ,484,39,"then morning: the fourth day.
20 Then God said, “Let the water swarm with living creatures, and let birds fly above the earth across the expanse of the sky.” 
21","['then', 'morning', ':', 'the', 'fourth', 'day', '.', '\n', '20', 'Then', 'God', 'said']","[',', '""', 'Let', 'the', 'waters', 'swarm', 'with', 'living', 'creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'sky', '.', '""']","[',', '“', 'Let', 'the', 'water', 'swarm', 'with', 'living', 'creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'sky', '.', '”']",0.12,483,519
118,gpt-3.5-turbo,Christian Standard Bible ,486,27,": the fourth day.
20 Then God said, “Let the water swarm with living creatures, and let birds fly above the earth","[':', 'the', 'fourth', 'day', '.', '\n', '20', 'Then', 'God', 'said', ',', '“']","['Let', 'there', 'be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from']","['Let', 'the', 'water', 'swarm', 'with', 'living', 'creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth']",0.9333333333333332,485,511
232,gpt-3.5-turbo,English Standard Bible,487,38,"to separate the light from the darkness. And God saw that it was good. 
19 And there was evening and there was morning, the fourth day.
20 And God said, “","['to', 'separate', 'the', 'light', 'from', 'the', 'darkness', '.', 'And']","['God', 'saw', 'that', 'it', 'was', 'good', '.']","['God', 'saw', 'that', 'it', 'was', 'good', '.']",0.0,486,501
724,gpt-3.5-turbo,Amplified Bible,488,23,"God’s provident care], and for marking seasons, days, and years; 
15and let them be useful as","['God', '’s', 'provident', 'care', ']', ',', 'and', 'for', 'marking', 'seasons', ',']","['and', 'for', 'marking', 'seasons', ',', 'He', 'has', 'given', 'us', 'the', 'sun', 'and']","['days', ',', 'and', 'years', ';', '\n', '15and', 'let', 'them', 'be', 'useful', 'as']",1.0,487,509
397,gpt-3.5-turbo,New Living Translation Bible,489,40,"came, marking the fourth day.
20 Then God said, “Let the waters swarm with fish and other life. Let the skies be filled with birds of every kind.”
21 So God","['came', ',', 'marking', 'the', 'fourth', 'day', '.', '\n', '20', 'Then', 'God', 'said', ',', '“', 'Let', 'the', 'waters', 'swarm']","['with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '”']","['with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '”']",0.0,488,523
205,gpt-3.5-turbo,English Standard Bible,490,24,"light from the darkness. And God saw that it was good. 
19 And there was evening and there was morning,","['light', 'from', 'the', 'darkness', '.', 'And', 'God']","['saw', 'that', 'the', 'light', 'was', 'good', '.']","['saw', 'that', 'it', 'was', 'good', '.', '\n']",0.4285714285714285,489,502
59,gpt-3.5-turbo,Christian Standard Bible ,490,24,".
20 Then God said, “Let the water swarm with living creatures, and let birds fly above the earth across","['.', '\n', '20', 'Then', 'God', 'said', ',', '“', 'Let', 'the', 'water']","['bring', 'forth', 'swarms', 'of', 'living', 'creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the']","['swarm', 'with', 'living', 'creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth', 'across']",0.4615384615384615,489,512
75,gpt-3.5-turbo,Christian Standard Bible ,490,28,".
20 Then God said, “Let the water swarm with living creatures, and let birds fly above the earth across the expanse of the","['.', '\n', '20', 'Then', 'God', 'said']","[',', '""', 'Let', 'there', 'be', 'light', ',', '""', 'and', 'there', 'was', 'light', '.']","[',', '“', 'Let', 'the', 'water', 'swarm', 'with', 'living', 'creatures', ',', 'and', 'let', 'birds']",0.8461538461538461,489,507
434,gpt-3.5-turbo,New Living Translation Bible,490,33,", marking the fourth day.
20 Then God said, “Let the waters swarm with fish and other life. Let the skies be filled with birds of every kind","[',', 'marking', 'the', 'fourth', 'day', '.', '\n', '20', 'Then', 'God', 'said', ',', '“']","['""', 'Let', 'the', 'waters', 'swarm', 'with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every']","['Let', 'the', 'waters', 'swarm', 'with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind']",0.1,489,521
235,gpt-3.5-turbo,English Standard Bible,492,20,"the darkness. And God saw that it was good. 
19 And there was evening and there was","['the', 'darkness', '.', 'And', 'God', 'saw', 'that', 'it']","['was', 'good', '.']","['was', 'good', '.']",0.0,491,501
844,gpt-3.5-turbo,King James Bible,494,40,"God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven.
21And God created great whales, and every","['God', 'said', ',', 'Let', 'the', 'waters', 'bring', 'forth', 'abundantly', 'the']","['moving', 'creature', 'that', 'hath', 'life', ',', 'and', 'fowl', 'that', 'may', 'fly', 'above', 'the', 'earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven', '.']","['moving', 'creature', 'that', 'hath', 'life', ',', 'and', 'fowl', 'that', 'may', 'fly', 'above', 'the', 'earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven', '.']",0.0,493,523
492,gpt-3.5-turbo,New Living Translation Bible,495,32,".
20 Then God said, “Let the waters swarm with fish and other life. Let the skies be filled with birds of every kind.”
21","['.', '\n', '20', 'Then', 'God', 'said', ',', '“', 'Let', 'the']","['waters', 'swarm', 'with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '”']","['waters', 'swarm', 'with', 'fish', 'and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '”']",0.0,494,523
420,gpt-3.5-turbo,New Living Translation Bible,497,39,"20 Then God said, “Let the waters swarm with fish and other life. Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living","['20', 'Then', 'God', 'said', ',', '“', 'Let', 'the', 'waters', 'swarm', 'with', 'fish']","['""', 'and', 'let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '""']","['and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind']",0.5,496,521
586,gpt-3.5-turbo,New Living Translation Bible,498,39,"Then God said, “Let the waters swarm with fish and other life. Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing","['Then', 'God', 'said', ',', '“', 'Let', 'the', 'waters', 'swarm', 'with', 'fish']","['and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '""']","['and', 'other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.', '”']",0.0625,497,523
375,gpt-3.5-turbo,English Standard Bible,499,25,"it was good. 
19 And there was evening and there was morning, the fourth day.
20 And God said,","['it', 'was', 'good', '.', '\n', '19', 'And', 'there', 'was', 'evening', 'and', 'there']","['was', 'morning', ',', 'the', 'sixth', 'day', '.']","['was', 'morning', ',', 'the', 'fourth', 'day', '.']",0.1428571428571428,498,516
606,gpt-3.5-turbo,Amplified Bible,499,30,"days, and years; 
15and let them be useful as lights in the expanse of the heavens to provide light on the earth”; and it was","['days', ',', 'and', 'years', ';', '\n', '15and', 'let', 'them', 'be', 'useful', 'as']","['""', 'days', ',', 'and', 'years', ';', 'and', 'let', 'them', 'be', 'useful', 'as', 'markers', 'of', 'time', ',', 'guiding', 'us']","['lights', 'in', 'the', 'expanse', 'of', 'the', 'heavens', 'to', 'provide', 'light', 'on', 'the', 'earth', '”', ';', 'and', 'it', 'was']",1.0,498,527
43,gpt-3.5-turbo,Christian Standard Bible ,499,38,"the water swarm with living creatures, and let birds fly above the earth across the expanse of the sky.” 
21 So God created the large sea-creatures and every living creature that moves","['the', 'water', 'swarm', 'with', 'living']","['the', 'water', 'swarm', 'with', 'living', 'creatures']","['creatures', ',', 'and', 'let', 'birds', 'fly']",1.0,498,508
968,gpt-3.5-turbo,King James Bible,502,39,"abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven.
21And God created great whales, and every living creature that moveth, which the","['abundantly', 'the', 'moving', 'creature', 'that', 'hath', 'life', ',', 'and', 'fowl', 'that', 'may', 'fly', 'above', 'the']","['earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven', '.']","['earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven', '.']",0.0,501,523
390,gpt-3.5-turbo,English Standard Bible,503,28,"
19 And there was evening and there was morning, the fourth day.
20 And God said, “Let the waters swarm with swarms","['\n', '19', 'And', 'there', 'was', 'evening', 'and']","['there', 'was', 'morning', ',', 'the', 'fourth', 'day', '.']","['there', 'was', 'morning', ',', 'the', 'fourth', 'day', '.']",0.0,502,516
918,gpt-3.5-turbo,King James Bible,504,20,"moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven","['moving', 'creature', 'that', 'hath', 'life', ',', 'and']","['the', 'fowl', 'that', 'may', 'fly', 'above', 'the', 'earth', 'in', 'the', 'open', 'firmament', 'of']","['fowl', 'that', 'may', 'fly', 'above', 'the', 'earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven']",0.1538461538461538,503,522
669,gpt-3.5-turbo,Amplified Bible,508,34,"be useful as lights in the expanse of the heavens to provide light on the earth”; and it was so, [just as He commanded]. 
16God made the","['be', 'useful', 'as', 'lights', 'in', 'the', 'expanse', 'of', 'the']","['sky', 'to', 'provide', 'light', 'on', 'the', 'earth', '.']","['heavens', 'to', 'provide', 'light', 'on', 'the', 'earth', '”']",0.25,507,523
847,gpt-3.5-turbo,King James Bible,509,29,", and fowl that may fly above the earth in the open firmament of heaven.
21And God created great whales, and every living creature that moveth","[',', 'and', 'fowl', 'that', 'may', 'fly', 'above', 'the', 'earth', 'in']","['the', 'open', 'firmament', 'of', 'heaven', '.']","['the', 'open', 'firmament', 'of', 'heaven', '.']",0.0,508,523
705,gpt-3.5-turbo,Amplified Bible,510,25,"as lights in the expanse of the heavens to provide light on the earth”; and it was so, [just as He","['as', 'lights', 'in', 'the', 'expanse', 'of', 'the']","['sky', 'to', 'give', 'light', 'on', 'the', 'earth', '.']","['heavens', 'to', 'provide', 'light', 'on', 'the', 'earth', '”']",0.375,509,523
456,gpt-3.5-turbo,New Living Translation Bible,510,29,"other life. Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing that scurries","['other', 'life', '.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of']","['every', 'kind', '.']","['every', 'kind', '.']",0.0,509,522
719,gpt-3.5-turbo,Amplified Bible,510,38,"as lights in the expanse of the heavens to provide light on the earth”; and it was so, [just as He commanded]. 
16God made the two great lights—the greater","['as', 'lights', 'in', 'the', 'expanse', 'of', 'the']","['sky', 'to', 'give', 'light', 'on', 'the', 'earth', '.']","['heavens', 'to', 'provide', 'light', 'on', 'the', 'earth', '”']",0.375,509,523
521,gpt-3.5-turbo,New Living Translation Bible,512,26,". Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing that","['.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds']","['.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.']","['of', 'every', 'kind', '.', '”', '\n', '21', 'So', 'God', 'created', 'great', 'sea']",1.0,511,530
545,gpt-3.5-turbo,New Living Translation Bible,512,31,". Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing that scurries and swarms in the","['.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds']","['.', 'Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every', 'kind', '.']","['of', 'every', 'kind', '.', '”', '\n', '21', 'So', 'God', 'created', 'great', 'sea']",1.0,511,530
473,gpt-3.5-turbo,New Living Translation Bible,513,26,"Let the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing that scurries","['Let', 'the', 'skies', 'be', 'filled', 'with', 'birds', 'of']","['every', 'kind', '.']","['every', 'kind', '.']",0.0,512,522
532,gpt-3.5-turbo,New Living Translation Bible,514,23,"the skies be filled with birds of every kind.”
21 So God created great sea creatures and every living thing","['the', 'skies', 'be', 'filled', 'with', 'birds', 'of', 'every']","['kind', '.']","['kind', '.']",0.0,513,522
958,gpt-3.5-turbo,King James Bible,515,38,"above the earth in the open firmament of heaven.
21And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged","['above', 'the', 'earth', 'in', 'the', 'open', 'firmament', 'of', 'heaven']","['""', 'And', 'God', 'said', ',', 'Let', 'there', 'be', 'lights', 'in', 'the', 'firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be', 'for', 'signs']","['.', '\n', '21And', 'God', 'created', 'great', 'whales', ',', 'and', 'every', 'living', 'creature', 'that', 'moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged']",0.9655172413793104,514,551
806,gpt-3.5-turbo,King James Bible,516,40,"the earth in the open firmament of heaven.
21And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his","['the', 'earth', 'in', 'the', 'open', 'firmament', 'of']","['heaven', '.']","['heaven', '.']",0.0,515,523
63,gpt-3.5-turbo,Christian Standard Bible ,517,36,"the sky.” 
21 So God created the large sea-creatures and every living creature that moves and swarms in the water, according to their kinds. He also created every winged","['the', 'sky', '.', '”', '\n', '21', 'So', 'God', 'created', 'the', 'large']","['sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', 'and', 'swarms', 'in', 'the', 'water', ',', 'according', 'to', 'their', 'kinds', '.', 'He', 'also', 'created', 'every', 'winged', 'creature']","['sea', '-', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', 'and', 'swarms', 'in', 'the', 'water', ',', 'according', 'to', 'their', 'kinds', '.', 'He', 'also', 'created', 'every', 'winged']",0.08,516,551
418,gpt-3.5-turbo,New Living Translation Bible,517,20,"filled with birds of every kind.”
21 So God created great sea creatures and every living thing","['filled', 'with', 'birds', 'of', 'every']","['kind', '.']","['kind', '.']",0.0,516,522
728,gpt-3.5-turbo,Amplified Bible,518,21,"to provide light on the earth”; and it was so, [just as He commanded]. 
","['to', 'provide', 'light', 'on', 'the', 'earth', '”']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'there', 'be', 'light', ',', ""'"", 'and', 'there']","[';', 'and', 'it', 'was', 'so', ',', '[', 'just', 'as', 'He', 'commanded', ']', '.', '\n']",1.0,517,537
833,gpt-3.5-turbo,King James Bible,518,29,"in the open firmament of heaven.
21And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after","['in', 'the', 'open', 'firmament', 'of', 'heaven', '.', '\n', '21And', 'God', 'created']","['the', 'great', 'sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according']","['great', 'whales', ',', 'and', 'every', 'living', 'creature', 'that', 'moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after']",0.5,517,545
4,gpt-3.5-turbo,Christian Standard Bible ,519,34,".” 
21 So God created the large sea-creatures and every living creature that moves and swarms in the water, according to their kinds. He also created every winged","['.', '”', '\n', '21', 'So', 'God', 'created', 'the', 'large', 'sea', '-', 'creatures', 'and', 'every']","['.', '""', 'creature', 'that', 'moves', 'and', 'swarms', 'in', 'the', 'water', ',', 'according', 'to', 'their', 'kinds', '.', 'And', 'God', 'saw', 'that']","['living', 'creature', 'that', 'moves', 'and', 'swarms', 'in', 'the', 'water', ',', 'according', 'to', 'their', 'kinds', '.', 'He', 'also', 'created', 'every', 'winged']",0.35,518,551
301,gpt-3.5-turbo,English Standard Bible,522,36,"said, “Let the waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens.” 
21 So mGod created the great sea","['said', ',', '“', 'Let', 'the', 'waters', 'swarm', 'with', 'swarms', 'of', 'living', 'creatures']","[',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '""']","[',', 'and', 'let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '”']",0.125,521,548
527,gpt-3.5-turbo,New Living Translation Bible,522,38,"kind.”
21 So God created great sea creatures and every living thing that scurries and swarms in the water, and every sort of bird—each producing offspring of the same kind. And","['kind', '.', '”', '\n', '21', 'So', 'God', 'created', 'great', 'sea', 'creatures', 'and', 'every']","['living', 'thing', 'that', 'scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every', 'sort', 'of', 'bird', '—', 'each', 'producing', 'offspring', 'of', 'the', 'same']","['living', 'thing', 'that', 'scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every', 'sort', 'of', 'bird', '—', 'each', 'producing', 'offspring', 'of', 'the', 'same']",0.0,521,555
930,gpt-3.5-turbo,King James Bible,523,37,"heaven.
21And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God","['heaven', '.', '\n', '21And', 'God', 'created', 'great', 'whales', ',', 'and', 'every']","['living', 'creature', 'that', 'moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind', ':', 'and', 'God']","['living', 'creature', 'that', 'moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind', ':', 'and', 'God']",0.0,522,558
